Line #,Process,Commit Stack,Commit Time (s),Decommit Time (s),Address,Count,Impacting Size (MB),Size (MB)
44641,,"[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/chaos_common.dll!thread_start<unsigned int (__cdecl*)(void *),1>/chaos_common.dll!std::thread::_Invoke<std::tuple<void (__cdecl*)(void *),Chaos::AssetManager *>,0,1>/chaos_common.dll!Chaos::AssetManager::handleFileLoading/chaos_common.dll!Chaos::AssetManager::loadSingleFile/chaos_common.dll!Chaos::AssetManager::loadSingleAsset/chaos_common.dll!Chaos::AssetManager::loadRawAsset/chaos_common.dll!Chaos::SketumOperators::loadAssetFromBinaryFile/chaos_common.dll!Chaos::SketumOperators::loadSketumFromBinary/chaos_common.dll!Chaos::SketumLoadFromBinaryOperation::processSketumType<Chaos::MeshLiteRSA>/chaos_common.dll!Chaos::SketumBinaryProcessor<Chaos::MeshLiteRSA>::processSketum<Chaos::SketumBinaryLoader>/chaos_common.dll!Chaos::SketumBinaryProcessor<Chaos::RawVertexBuffer>::processSketum<Chaos::SketumBinaryLoader>/chaos_common.dll!Chaos::SketumBinaryProcessor<Chaos::RawVertexStreamFloat>::processSketum<Chaos::SketumBinaryLoader>/chaos_common.dll!Chaos::SketumBinaryLoader::processSketum<float>/chaos_common.dll!std::vector<float,Chaos::AllocatorWithPool<float> >::_Resize<std::_Value_init_tag>/chaos_common.dll!Chaos::MemoryPool::internal::AllocateHelper<Chaos::MemoryPool::Pool const >/chaos_mempool.dll!Chaos::MemoryPool::Pool::Allocate/chaos_common.dll!Chaos::MeshAssetPool::OnAllocate/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",28.439090600,"9,223,372,036.854775807",0x0000017485E8B000,1,1.035,1.035
44731,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",28.506101400,28.506105400,0x0000017463EA0000,1,0.000,0.039
44821,,"[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/chaos_common.dll!thread_start<unsigned int (__cdecl*)(void *),1>/chaos_common.dll!std::thread::_Invoke<std::tuple<void (__cdecl*)(void *),Chaos::AssetManager *>,0,1>/chaos_common.dll!Chaos::AssetManager::handleFileLoading/chaos_common.dll!Chaos::AssetManager::loadSingleFile/chaos_common.dll!Chaos::AssetManager::loadSingleAsset/chaos_common.dll!Chaos::AssetManager::loadRawAsset/chaos_common.dll!Chaos::SketumOperators::loadAssetFromBinaryFile/chaos_common.dll!Chaos::SketumOperators::loadSketumFromBinary/chaos_common.dll!Chaos::SketumLoadFromBinaryOperation::processSketumType<Chaos::EffectRSA>/chaos_common.dll!Chaos::SketumBinaryLoader::processSketumHandleImpl/chaos_common.dll!Chaos::SketumOperators::loadSketumFromBinary/chaos_common.dll!Chaos::SketumLoadFromBinaryOperation::processSketumType<Chaos::EffectDefinitionData>/chaos_common.dll!Chaos::SketumBinaryProcessor<Chaos::EffectDefinitionData>::processSketum<Chaos::SketumBinaryLoader>/chaos_common.dll!Chaos::SketumBinaryLoader::processSketum<Chaos::PossessedTypedHandle<Chaos::EffectTrackDefinitionBase> >/chaos_common.dll!Chaos::SketumBinaryLoader::processSketumHandleImpl/chaos_common.dll!Chaos::SketumCreateOperation::processSketumType<Chaos::ParticleEffectTrackDefinition>/chaos_common.dll!Chaos::TypedHandle<Chaos::ParticleEffectTrackDefinition>::create<>/chaos_core.dll!Chaos::DatumTable::getAvailableElementEntry/chaos_core.dll!Chaos::DatumTable::enlargeCapacity/chaos_core.dll!Chaos::MemoryPool::internal::AllocateHelper<Chaos::MemoryPool::Pool const >/chaos_mempool.dll!Chaos::MemoryPool::Pool::Allocate/chaos_common.dll!Chaos::EffectPool::OnAllocate/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",28.573964300,"9,223,372,036.854775807",0x00000173C1241000,1,0.031,0.031
44911,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",28.641131400,28.641137500,0x0000017422FA0000,1,0.000,0.020
45001,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",28.652156100,28.652159700,0x00000174C5E30000,1,0.000,0.020
45091,,"[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/chaos_common.dll!thread_start<unsigned int (__cdecl*)(void *),1>/chaos_common.dll!std::thread::_Invoke<std::tuple<void (__cdecl*)(void *),Chaos::AssetManager *>,0,1>/chaos_common.dll!Chaos::AssetManager::handleFileLoading/chaos_common.dll!Chaos::AssetManager::loadSingleFile/chaos_common.dll!Chaos::AssetManager::loadSingleAsset/chaos_common.dll!Chaos::AssetManager::loadRawAsset/chaos_common.dll!Chaos::AssetDataFileSystemArchive::loadAssetFileData/chaos_common.dll!Chaos::MemoryPool::Allocate<Chaos::AssetPool>/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",28.765650900,"9,223,372,036.854775807",0x00000173F7022000,1,0.215,0.215
45181,,"[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/chaos_common.dll!thread_start<unsigned int (__cdecl*)(void *),1>/chaos_common.dll!std::thread::_Invoke<std::tuple<void (__cdecl*)(void *),Chaos::AssetManager *>,0,1>/chaos_common.dll!Chaos::AssetManager::handleFileLoading/chaos_common.dll!Chaos::AssetManager::loadSingleFile/chaos_common.dll!Chaos::AssetManager::loadSingleAsset/chaos_common.dll!Chaos::AssetManager::loadRawAsset/chaos_common.dll!Chaos::SketumOperators::loadAssetFromBinaryFile/chaos_common.dll!Chaos::SketumOperators::loadSketumFromBinary/chaos_common.dll!Chaos::SketumLoadFromBinaryOperation::processSketumType<Chaos::ShaderCacheRSA>/chaos_common.dll!Chaos::SketumBinaryLoader::processSketum<Chaos::StringID,Chaos::ShaderPermutationDefinition>/chaos_common.dll!Chaos::SketumBinaryLoader::processSketum<Chaos::PossessedTypedHandle<Chaos::ParameterBase> >/chaos_common.dll!Chaos::SketumBinaryLoader::processSketumHandleImpl/chaos_common.dll!Chaos::SketumCreateOperation::processSketumType<Chaos::StringParameter>/chaos_common.dll!Chaos::TypedHandle<Chaos::StringParameter>::create<>/chaos_core.dll!Chaos::DatumTable::getAvailableElementEntry/chaos_core.dll!Chaos::DatumTable::enlargeCapacity/chaos_core.dll!Chaos::MemoryPool::internal::AllocateHelper<Chaos::MemoryPool::Pool const >/chaos_mempool.dll!Chaos::MemoryPool::Pool::Allocate/chaos_common.dll!Chaos::AssetPool::OnAllocate/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",28.780501700,"9,223,372,036.854775807",0x00000173DC653000,1,0.262,0.262
45271,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberWorkerMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_31050628e041e6c09d3f63ef96b8dc23>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!Chaos::CoroutineScheduler::scheduleCoroutineOnCurrentThread/chaos_client.dll!Chaos::ClientRoot::runImp/chaos_common.dll!Chaos::MemoryTrackerManager::tick/chaos_core.dll!Chaos::MemTrack::tickSystemGauges/kernel32.dll!CreateToolhelp32Snapshot/kernel32.dll!ThpCreateRawSnap/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",28.878833400,28.886195700,0x0000017421A10000,1,0.000,0.820
45361,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",28.996481500,28.996485800,0x00000174AB160000,1,0.000,0.043
45451,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",29.123771400,29.123778200,0x00000174216C9000,1,0.000,0.004
45541,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",29.164482300,30.458327400,0x00000174AADF4000,1,0.000,1.016
45631,,"[Root]/ntdll.dll!RtlUserThreadStart/kernel32.dll!BaseThreadInitThunk/chaos_common.dll!thread_start<unsigned int (__cdecl*)(void *),1>/chaos_common.dll!std::thread::_Invoke<std::tuple<void (__cdecl*)(void *),Chaos::AssetManager *>,0,1>/chaos_common.dll!Chaos::AssetManager::handleFileLoading/chaos_common.dll!Chaos::AssetManager::loadSingleFile/chaos_common.dll!Chaos::AssetManager::loadSingleAsset/chaos_common.dll!Chaos::AssetManager::loadRawAsset/chaos_common.dll!Chaos::SketumOperators::loadAssetFromBinaryFile/chaos_common.dll!Chaos::SketumOperators::loadSketumFromBinary/chaos_common.dll!Chaos::SketumLoadFromBinaryOperation::processSketumType<Chaos::ShaderCacheRSA>/chaos_common.dll!Chaos::SketumBinaryLoader::processSketum<Chaos::StringID,Chaos::ShaderPermutationDefinition>/chaos_common.dll!Chaos::SketumBinaryLoader::processSketum<Chaos::PossessedTypedHandle<Chaos::ParameterBase> >/chaos_common.dll!std::vector<Chaos::PossessedTypedHandle<Chaos::ParameterBase>,Chaos::AllocatorWithPool<Chaos::PossessedTypedHandle<Chaos::ParameterBase> > >::_Resize<std::_Value_init_tag>/chaos_common.dll!Chaos::MemoryPool::internal::AllocateHelper<Chaos::MemoryPool::Pool const >/chaos_mempool.dll!Chaos::MemoryPool::Pool::Allocate/chaos_mempool.dll!Chaos::PoolDefault::OnAllocate/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::Allocate/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpLowFragHeapAllocFromContext/ntdll.dll!RtlpAllocateUserBlock/ntdll.dll!RtlpAllocateUserBlockFromHeap/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpExtendHeap/ntdll.dll!RtlpFindAndCommitPages/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",29.274054900,"9,223,372,036.854775807",0x00000173CA6F8000,1,0.234,0.234
45721,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",29.329117900,29.329125300,0x00000174C305E000,1,0.000,0.004
45811,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",29.423036100,29.423043000,0x00000174A9F39000,1,0.000,0.004
45901,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",29.496287700,29.496291900,0x0000017422190000,1,0.000,0.027
45991,,"[Root]/chaos_core.dll!make_fcontext/chaos_core.dll!Chaos::Coroutine::CoroutineEntry/chaos_core.dll!Chaos::CoroutineScheduler::fiberMain/chaos_core.dll!Chaos::TaskScheduleThread::loopInState/chaos_core.dll!std::_Func_impl_no_alloc<<lambda_2ccb245c0d40c1022834a5584fd861d9>,Chaos::LoopBodyResult,Chaos::TaskScheduleThread *>::_Do_call/chaos_core.dll!<lambda_2ccb245c0d40c1022834a5584fd861d9>::operator()/chaos_core.dll!Chaos::CoroutineScheduler::getFreeCo/chaos_core.dll!Chaos::Coroutine::Coroutine/chaos_client.dll!Chaos::FixedsizeStackAllocator<Chaos::CoroutineStackMemoryAllocator>::createStack/chaos_core.dll!Chaos::CoroutineStackMemoryAllocator::allignedAlloc/chaos_mempool.dll!Chaos::MemoryPool::DebugAllocator::AllocateAligned/chaos_mempool.dll!_malloc_base/ntdll.dll!RtlpAllocateHeapInternal/ntdll.dll!RtlpAllocateHeap/ntdll.dll!RtlpHpAllocVirtBlockCommitFirst/chaos_core.dll!Chaos::MemTrack::`anonymous namespace'::Hook_NtAllocateVirtualMemory/ntdll.dll!NtAllocateVirtualMemory/ntoskrnl.exe!KiSystemServiceCopyEnd/ntoskrnl.exe!NtAllocateVirtualMemory/ntoskrnl.exe!MiAllocateVirtualMemoryCommon/ntoskrnl.exe!MiAllocateVirtualMemory",29.566995000,29.567000300,0x000001746C3E0000,1,0.000,0.023
